,Bb3,B3,Cb4,C4,C#4,Db4,D4,D#4,Eb4,E4,E#4,Fb4,F4,F#4,Gb4,G4,G#4,Ab4,A4,A#4,Bb4,B4,Cb5,C5,C#5,Db5,D5,D#5,Eb5,E5,E#5,Fb5,F5,F#5,Gb5,G5,G#5,Ab5,A5,A#5
0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
